,experiment_id,study_id,experiment_type,experiment_type_id,experiment_control,source_id,reference_source,comments
1716,,SDY1803,vaccination experiment,,1,,,
1717,,SDY1803,vaccination experiment,,1,,,
1718,,SDY1803,vaccination experiment,,1,,,
1719,,SDY1803,vaccination experiment,,1,,,
1720,,SDY1803,vaccination experiment,,1,,,
1721,,SDY1803,vaccination experiment,,1,,,
1722,,SDY1917,vaccination experiment,,1,,,
1723,,SDY1831,vaccination experiment,,1,,,
1724,,SDY1831,vaccination experiment,,1,,,
1725,,SDY1831,vaccination experiment,,1,,,
1726,,SDY1798,vaccination experiment,,1,,,
1727,,SDY1798,vaccination experiment,,1,,,
1728,,SDY1890,vaccination experiment,,1,,,
1729,,SDY1890,vaccination experiment,,1,,,
1730,,SDY1890,vaccination experiment,,1,,,
1731,,SDY1890,vaccination experiment,,1,,,
1732,,SDY1832,vaccination experiment,,1,,,
1733,,SDY1832,vaccination experiment,,1,,,
1734,,SDY1832,vaccination experiment,,1,,,
1735,,SDY1832,vaccination experiment,,1,,,
1736,,SDY1832,vaccination experiment,,1,,,
1737,,SDY1832,vaccination experiment,,1,,,
1738,,SDY1965,vaccination experiment,,1,,,
1739,,SDY1976,vaccination experiment,,1,,,
1740,,SDY1976,vaccination experiment,,1,,,
1741,,SDY1978,vaccination experiment,,1,,,
1742,,SDY1978,vaccination experiment,,1,,,
1743,,SDY1932,vaccination experiment,,1,,,
1744,,SDY1932,vaccination experiment,,1,,,
1745,,SDY1932,vaccination experiment,,1,,,
1746,,SDY1916,vaccination experiment,,1,,,
1747,,SDY1916,vaccination experiment,,1,,,
1748,,SDY1916,vaccination experiment,,1,,,
1749,,SDY1829,vaccination experiment,,1,,,
1750,,SDY1829,vaccination experiment,,1,,,
1751,,SDY1829,vaccination experiment,,1,,,
1752,,SDY1394,vaccination experiment,,1,,,
1753,,SDY1395,vaccination experiment,,1,,,
1754,,SDY2060,vaccination experiment,,1,,,
1755,,SDY2060,vaccination experiment,,1,,,
1756,,SDY2108,vaccination experiment,,1,,,
1757,,SDY2108,vaccination experiment,,1,,,
1758,,SDY2108,vaccination experiment,,1,,,
1759,,SDY2108,vaccination experiment,,1,,,
1760,,SDY2108,vaccination experiment,,1,,,
1761,,SDY2108,vaccination experiment,,1,,,
1762,,SDY1644,vaccination experiment,,1,,,
1763,,SDY2111,vaccination experiment,,1,,,
1764,,SDY2111,vaccination experiment,,1,,,
1765,,SDY1538,vaccination experiment,,1,,,
1766,,SDY2011,vaccination experiment,,1,,,
1767,,SDY1538,vaccination experiment,,1,,,
1768,,SDY2113,vaccination experiment,,1,,,
1769,,SDY2113,vaccination experiment,,1,,,
1770,,SDY2113,vaccination experiment,,1,,,
1771,,SDY2113,vaccination experiment,,1,,,
1772,,SDY2113,vaccination experiment,,1,,,
1773,,SDY2113,vaccination experiment,,1,,,
1774,,SDY2113,vaccination experiment,,1,,,
1775,,SDY2114,vaccination experiment,,1,,,
1776,,SDY2114,vaccination experiment,,1,,,
1777,,SDY2114,vaccination experiment,,1,,,
1778,,SDY2115,vaccination experiment,,1,,,
1779,,SDY2115,vaccination experiment,,1,,,
1780,,SDY2115,vaccination experiment,,1,,,
1781,,SDY2116,vaccination experiment,,1,,,
1782,,SDY2116,vaccination experiment,,1,,,
1783,,SDY2116,vaccination experiment,,1,,,
1784,,SDY2116,vaccination experiment,,1,,,
1785,,SDY2116,vaccination experiment,,1,,,
1786,,SDY2116,vaccination experiment,,1,,,
1787,,SDY2117,vaccination experiment,,1,,,
1788,,SDY2118,vaccination experiment,,1,,,
1789,,SDY2118,vaccination experiment,,1,,,
1790,,SDY2118,vaccination experiment,,1,,,
1791,,SDY2118,vaccination experiment,,1,,,
1792,,SDY2118,vaccination experiment,,1,,,
1793,,SDY2119,vaccination experiment,,1,,,
1794,,SDY2119,vaccination experiment,,1,,,
1795,,SDY2119,vaccination experiment,,1,,,
1796,,SDY2119,vaccination experiment,,1,,,
1797,,SDY2119,vaccination experiment,,1,,,
1798,,SDY2119,vaccination experiment,,1,,,
1799,,SDY2121,vaccination experiment,,1,,,
1800,,SDY2121,vaccination experiment,,1,,,
1801,,SDY2121,vaccination experiment,,1,,,
1802,,SDY2121,vaccination experiment,,1,,,
1803,,SDY2121,vaccination experiment,,1,,,
1804,,SDY2122,vaccination experiment,,1,,,
1805,,SDY2126,vaccination experiment,,1,,,
1806,,SDY2126,vaccination experiment,,1,,,
1807,,SDY2126,vaccination experiment,,1,,,
1808,,SDY2126,vaccination experiment,,1,,,
1809,,SDY2126,vaccination experiment,,1,,,
1810,,SDY2126,vaccination experiment,,1,,,
1811,,SDY2126,vaccination experiment,,1,,,
1812,,SDY2126,vaccination experiment,,1,,,
1813,,SDY2126,vaccination experiment,,1,,,
1814,,SDY2126,vaccination experiment,,1,,,
1815,,SDY2126,vaccination experiment,,1,,,
1816,,SDY2126,vaccination experiment,,1,,,
1817,,SDY2126,vaccination experiment,,1,,,
1818,,SDY2126,vaccination experiment,,1,,,
1819,,SDY2126,vaccination experiment,,1,,,
1820,,SDY2126,vaccination experiment,,1,,,
1821,,SDY2126,vaccination experiment,,1,,,
1822,,SDY2126,vaccination experiment,,1,,,
1823,,SDY2126,vaccination experiment,,1,,,
1824,,SDY2126,vaccination experiment,,1,,,
1825,,SDY2126,vaccination experiment,,1,,,
1826,,SDY2126,vaccination experiment,,1,,,
1827,,SDY2126,vaccination experiment,,1,,,
1828,,SDY2126,vaccination experiment,,1,,,
1829,,SDY2127,vaccination experiment,,1,,,
1830,,SDY2127,vaccination experiment,,1,,,
1831,,SDY2127,vaccination experiment,,1,,,
1832,,SDY2129,vaccination experiment,,1,,,
1833,,SDY2129,vaccination experiment,,1,,,
1834,,SDY2129,vaccination experiment,,1,,,
1835,,SDY2133,vaccination experiment,,1,,,
1836,,SDY2134,vaccination experiment,,1,,,
1837,,SDY2141,vaccination experiment,,1,,,
1838,,SDY2141,vaccination experiment,,1,,,
1839,,SDY2141,vaccination experiment,,1,,,
1840,,SDY2141,vaccination experiment,,1,,,
1841,,SDY2141,vaccination experiment,,1,,,
1842,,SDY2141,vaccination experiment,,1,,,
1843,,SDY2011,vaccination experiment,,1,,,
1844,,SDY2107,vaccination experiment,,1,,,
1845,,SDY2107,vaccination experiment,,1,,,
1846,,SDY2107,vaccination experiment,,1,,,
1847,,SDY1466,vaccination experiment,,1,,,
1848,,SDY1480,vaccination experiment,,1,,,
1849,,SDY1481,vaccination experiment,,1,,,
1850,,SDY1482,vaccination experiment,,1,,,
1851,,SDY1483,vaccination experiment,,1,,,
1852,,SDY2157,vaccination experiment,,1,,,
1853,,SDY887,vaccination experiment,,1,,,
1854,,SDY1484,vaccination experiment,,1,,,
1855,,SDY1538,vaccination experiment,,1,,,
1856,,SDY1538,vaccination experiment,,1,,,
1857,,SDY2158,vaccination experiment,,1,,,
1858,,SDY2158,vaccination experiment,,1,,,
1859,,SDY2158,vaccination experiment,,1,,,
1860,,SDY2166,vaccination experiment,,1,,,
1861,,SDY2166,vaccination experiment,,1,,,
1862,,SDY2166,vaccination experiment,,1,,,
1863,,SDY2166,vaccination experiment,,1,,,
1864,,SDY2167,vaccination experiment,,1,,,
1865,,SDY2167,vaccination experiment,,1,,,
1866,,SDY2167,vaccination experiment,,1,,,
1867,,SDY2167,vaccination experiment,,1,,,
1868,,SDY2167,vaccination experiment,,1,,,
1869,,SDY2167,vaccination experiment,,1,,,
1870,,SDY2167,vaccination experiment,,1,,,
1871,,SDY2167,vaccination experiment,,1,,,
1872,,SDY2169,vaccination experiment,,1,,,
1873,,SDY2169,vaccination experiment,,1,,,
1874,,SDY2169,vaccination experiment,,1,,,
1875,,SDY2169,vaccination experiment,,1,,,
1876,,SDY2169,vaccination experiment,,1,,,
1877,,SDY2170,vaccination experiment,,1,,,
1878,,SDY2170,vaccination experiment,,1,,,
1879,,SDY2172,vaccination experiment,,1,,,
1880,,SDY2172,vaccination experiment,,1,,,
1881,,SDY2172,vaccination experiment,,1,,,
1882,,SDY2172,vaccination experiment,,1,,,
1883,,SDY2173,vaccination experiment,,1,,,
1884,,SDY2173,vaccination experiment,,1,,,
1885,,SDY2173,vaccination experiment,,1,,,
1886,,SDY2173,vaccination experiment,,1,,,
1887,,SDY2174,vaccination experiment,,1,,,
1888,,SDY2174,vaccination experiment,,1,,,
1889,,SDY2174,vaccination experiment,,1,,,
1890,,SDY2075,vaccination experiment,,1,,,
1891,,SDY2176,vaccination experiment,,1,,,
1892,,SDY2176,vaccination experiment,,1,,,
1893,,SDY2176,vaccination experiment,,1,,,
1894,,SDY2176,vaccination experiment,,1,,,
1895,,SDY2176,vaccination experiment,,1,,,
1896,,SDY2176,vaccination experiment,,1,,,
1897,,SDY2176,vaccination experiment,,1,,,
1898,,SDY2159,vaccination experiment,,1,,,
1899,,SDY2159,vaccination experiment,,1,,,
1900,,SDY2159,vaccination experiment,,1,,,
1901,,SDY1464,vaccination experiment,,1,,,
1902,,SDY1471,vaccination experiment,,1,,,
1903,,SDY2188,vaccination experiment,,1,,,
1904,,SDY2188,vaccination experiment,,1,,,
1905,,SDY2060,vaccination experiment,,1,,,
1906,,SDY2213,vaccination experiment,,1,,,
1907,,SDY2213,vaccination experiment,,1,,,
1908,,SDY2213,vaccination experiment,,1,,,
1909,,SDY2220,vaccination experiment,,1,,,
1910,,SDY2220,vaccination experiment,,1,,,
1911,,SDY1644,vaccination experiment,,1,,,
1912,,SDY2221,vaccination experiment,,1,,,
1913,,SDY2221,vaccination experiment,,1,,,
1914,,SDY2221,vaccination experiment,,1,,,
1915,,SDY2221,vaccination experiment,,1,,,
1916,,SDY2221,vaccination experiment,,1,,,
1917,,SDY2221,vaccination experiment,,1,,,
1918,,SDY2221,vaccination experiment,,1,,,
1919,,SDY2221,vaccination experiment,,1,,,
1920,,SDY2221,vaccination experiment,,1,,,
1921,,SDY2222,vaccination experiment,,1,,,
1922,,SDY2222,vaccination experiment,,1,,,
1923,,SDY2222,vaccination experiment,,1,,,
1924,,SDY2224,vaccination experiment,,1,,,
1925,,SDY2224,vaccination experiment,,1,,,
1926,,SDY2224,vaccination experiment,,1,,,
1927,,SDY2224,vaccination experiment,,1,,,
1928,,SDY2224,vaccination experiment,,1,,,
1929,,SDY2224,vaccination experiment,,1,,,
1930,,SDY2224,vaccination experiment,,1,,,
1931,,SDY2224,vaccination experiment,,1,,,
1932,,SDY2224,vaccination experiment,,1,,,
1933,,SDY2224,vaccination experiment,,1,,,
1934,,SDY2224,vaccination experiment,,1,,,
1935,,SDY2224,vaccination experiment,,1,,,
1936,,SDY2224,vaccination experiment,,1,,,
1937,,SDY2224,vaccination experiment,,1,,,
1938,,SDY2224,vaccination experiment,,1,,,
1939,,SDY2224,vaccination experiment,,1,,,
1940,,SDY2224,vaccination experiment,,1,,,
1941,,SDY2224,vaccination experiment,,1,,,
1942,,SDY2226,vaccination experiment,,1,,,
1943,,SDY2226,vaccination experiment,,1,,,
1944,,SDY2226,vaccination experiment,,1,,,
1945,,SDY2232,vaccination experiment,,1,,,
1946,,SDY2232,vaccination experiment,,1,,,
1947,,SDY2232,vaccination experiment,,1,,,
1948,,SDY2232,vaccination experiment,,1,,,
1949,,SDY2232,vaccination experiment,,1,,,
1950,,SDY2232,vaccination experiment,,1,,,
1951,,SDY2060,vaccination experiment,,1,,,
1952,,SDY2060,vaccination experiment,,1,,,
1953,,SDY2236,vaccination experiment,,1,,,
1954,,SDY2236,vaccination experiment,,1,,,
1955,,SDY2236,vaccination experiment,,1,,,
1956,,SDY2236,vaccination experiment,,1,,,
1957,,SDY2236,vaccination experiment,,1,,,
1958,,SDY2236,vaccination experiment,,1,,,
1959,,SDY2236,vaccination experiment,,1,,,
1960,,SDY2236,vaccination experiment,,1,,,
1961,,SDY2238,vaccination experiment,,1,,,
1962,,SDY2239,vaccination experiment,,1,,,
1963,,SDY2239,vaccination experiment,,1,,,
1964,,SDY2239,vaccination experiment,,1,,,
1965,,SDY2239,vaccination experiment,,1,,,
1966,,SDY2240,vaccination experiment,,1,,,
1967,,SDY2240,vaccination experiment,,1,,,
1968,,SDY2240,vaccination experiment,,1,,,
1969,,SDY2241,vaccination experiment,,1,,,
1970,,SDY2241,vaccination experiment,,1,,,
1971,,SDY2241,vaccination experiment,,1,,,
1972,,SDY2243,vaccination experiment,,1,,,
1973,,SDY2243,vaccination experiment,,1,,,
1974,,SDY2243,vaccination experiment,,1,,,
1975,,SDY2244,vaccination experiment,,1,,,
1976,,SDY2244,vaccination experiment,,1,,,
1977,,SDY2244,vaccination experiment,,1,,,
1978,,SDY2244,vaccination experiment,,1,,,
1979,,SDY2245,vaccination experiment,,1,,,
1980,,SDY2245,vaccination experiment,,1,,,
1981,,SDY2245,vaccination experiment,,1,,,
1982,,SDY2245,vaccination experiment,,1,,,
1983,,SDY2245,vaccination experiment,,1,,,
1984,,SDY2246,vaccination experiment,,1,,,
1985,,SDY2246,vaccination experiment,,1,,,
1986,,SDY1538,vaccination experiment,,1,,,
1987,,SDY2247,vaccination experiment,,1,,,
1988,,SDY2248,vaccination experiment,,1,,,
1989,,SDY2248,vaccination experiment,,1,,,
1990,,SDY2248,vaccination experiment,,1,,,
1991,,SDY2249,vaccination experiment,,1,,,
1992,,SDY2249,vaccination experiment,,1,,,
1993,,SDY2249,vaccination experiment,,1,,,
1994,,SDY2250,vaccination experiment,,1,,,
1995,,SDY2250,vaccination experiment,,1,,,
1996,,SDY2250,vaccination experiment,,1,,,
1997,,SDY2250,vaccination experiment,,1,,,
1998,,SDY2250,vaccination experiment,,1,,,
1999,,SDY2251,vaccination experiment,,1,,,
2000,,SDY2251,vaccination experiment,,1,,,
2001,,SDY2251,vaccination experiment,,1,,,
2002,,SDY2251,vaccination experiment,,1,,,
2003,,SDY2251,vaccination experiment,,1,,,
2004,,SDY2251,vaccination experiment,,1,,,
2005,,SDY2252,vaccination experiment,,1,,,
2006,,SDY2252,vaccination experiment,,1,,,
2007,,SDY2252,vaccination experiment,,1,,,
2008,,SDY2253,vaccination experiment,,1,,,
2009,,SDY2253,vaccination experiment,,1,,,
2010,,SDY2253,vaccination experiment,,1,,,
2011,,SDY2253,vaccination experiment,,1,,,
2012,,SDY2253,vaccination experiment,,1,,,
2013,,SDY2253,vaccination experiment,,1,,,
2014,,SDY2253,vaccination experiment,,1,,,
2015,,SDY2253,vaccination experiment,,1,,,
2016,,SDY2253,vaccination experiment,,1,,,
2017,,SDY2253,vaccination experiment,,1,,,
2018,,SDY2253,vaccination experiment,,1,,,
2019,,SDY2253,vaccination experiment,,1,,,
2020,,SDY2253,vaccination experiment,,1,,,
2021,,SDY2253,vaccination experiment,,1,,,
2022,,SDY2254,vaccination experiment,,1,,,
2023,,SDY2254,vaccination experiment,,1,,,
2024,,SDY2254,vaccination experiment,,1,,,
2025,,SDY2254,vaccination experiment,,1,,,
2026,,SDY2254,vaccination experiment,,1,,,
2027,,SDY2254,vaccination experiment,,1,,,
2028,,SDY2254,vaccination experiment,,1,,,
2029,,SDY2254,vaccination experiment,,1,,,
2030,,SDY2254,vaccination experiment,,1,,,
2031,,SDY2254,vaccination experiment,,1,,,
2032,,SDY2254,vaccination experiment,,1,,,
2033,,SDY2255,vaccination experiment,,1,,,
2034,,SDY2255,vaccination experiment,,1,,,
2035,,SDY2255,vaccination experiment,,1,,,
2036,,SDY2255,vaccination experiment,,1,,,
2037,,SDY2255,vaccination experiment,,1,,,
2038,,SDY2255,vaccination experiment,,1,,,
2039,,SDY2255,vaccination experiment,,1,,,
2040,,SDY2255,vaccination experiment,,1,,,
2041,,SDY2255,vaccination experiment,,1,,,
2042,,SDY2255,vaccination experiment,,1,,,
2043,,SDY2255,vaccination experiment,,1,,,
2044,,SDY2256,vaccination experiment,,1,,,
2045,,SDY2256,vaccination experiment,,1,,,
2046,,SDY2256,vaccination experiment,,1,,,
2047,,SDY2256,vaccination experiment,,1,,,
2048,,SDY2256,vaccination experiment,,1,,,
2049,,SDY2256,vaccination experiment,,1,,,
2050,,SDY2256,vaccination experiment,,1,,,
2051,,SDY2256,vaccination experiment,,1,,,
2052,,SDY2256,vaccination experiment,,1,,,
2053,,SDY2257,vaccination experiment,,1,,,
2054,,SDY2257,vaccination experiment,,1,,,
2055,,SDY2257,vaccination experiment,,1,,,
2056,,SDY2257,vaccination experiment,,1,,,
2057,,SDY2257,vaccination experiment,,1,,,
2058,,SDY2258,vaccination experiment,,1,,,
2059,,SDY2258,vaccination experiment,,1,,,
2060,,SDY2258,vaccination experiment,,1,,,
2061,,SDY2259,vaccination experiment,,1,,,
2062,,SDY2259,vaccination experiment,,1,,,
2063,,SDY2259,vaccination experiment,,1,,,
2064,,SDY2259,vaccination experiment,,1,,,
2065,,SDY2259,vaccination experiment,,1,,,
2066,,SDY2260,vaccination experiment,,1,,,
2067,,SDY2260,vaccination experiment,,1,,,
2068,,SDY2260,vaccination experiment,,1,,,
2069,,SDY2260,vaccination experiment,,1,,,
2070,,SDY2261,vaccination experiment,,1,,,
2071,,SDY2261,vaccination experiment,,1,,,
2072,,SDY2261,vaccination experiment,,1,,,
2073,,SDY2262,vaccination experiment,,1,,,
2074,,SDY2262,vaccination experiment,,1,,,
2075,,SDY2263,vaccination experiment,,1,,,
2076,,SDY2263,vaccination experiment,,1,,,
2077,,SDY2263,vaccination experiment,,1,,,
2078,,SDY2263,vaccination experiment,,1,,,
2079,,SDY2263,vaccination experiment,,1,,,
2080,,SDY2263,vaccination experiment,,1,,,
2081,,SDY2263,vaccination experiment,,1,,,
2082,,SDY2263,vaccination experiment,,1,,,
2083,,SDY2263,vaccination experiment,,1,,,
2084,,SDY2263,vaccination experiment,,1,,,
2085,,SDY2263,vaccination experiment,,1,,,
2086,,SDY2263,vaccination experiment,,1,,,
2087,,SDY1644,vaccination experiment,,1,,,
2088,,SDY2266,vaccination experiment,,1,,,
2089,,SDY2266,vaccination experiment,,1,,,
2090,,SDY2266,vaccination experiment,,1,,,
2091,,SDY2266,vaccination experiment,,1,,,
2092,,SDY2266,vaccination experiment,,1,,,
2093,,SDY2266,vaccination experiment,,1,,,
2094,,SDY2267,vaccination experiment,,1,,,
2095,,SDY2267,vaccination experiment,,1,,,
2096,,SDY2267,vaccination experiment,,1,,,
2097,,SDY2267,vaccination experiment,,1,,,
2098,,SDY1781,vaccination experiment,,1,,,
2099,,SDY1781,vaccination experiment,,1,,,
2100,,SDY1781,vaccination experiment,,1,,,
2101,,SDY1798,vaccination experiment,,1,,,
2102,,SDY1798,vaccination experiment,,1,,,
2103,,SDY1798,vaccination experiment,,1,,,
2104,,SDY1813,vaccination experiment,,1,,,
2105,,SDY1813,vaccination experiment,,1,,,
2106,,SDY1813,vaccination experiment,,1,,,
2107,,SDY1813,vaccination experiment,,1,,,
2108,,SDY1813,vaccination experiment,,1,,,
2109,,SDY1816,vaccination experiment,,1,,,
2110,,SDY1816,vaccination experiment,,1,,,
2111,,SDY1816,vaccination experiment,,1,,,
2112,,SDY1818,vaccination experiment,,1,,,
2113,,SDY1818,vaccination experiment,,1,,,
2114,,SDY1818,vaccination experiment,,1,,,
2115,,SDY1818,vaccination experiment,,1,,,
2116,,SDY1818,vaccination experiment,,1,,,
2117,,SDY1818,vaccination experiment,,1,,,
2118,,SDY1821,vaccination experiment,,1,,,
2119,,SDY1831,vaccination experiment,,1,,,
2120,,SDY1831,vaccination experiment,,1,,,
2121,,SDY1868,vaccination experiment,,1,,,
2122,,SDY1868,vaccination experiment,,1,,,
2123,,SDY1890,vaccination experiment,,1,,,
2124,,SDY1916,vaccination experiment,,1,,,
2125,,SDY1916,vaccination experiment,,1,,,
2126,,SDY1916,vaccination experiment,,1,,,
2127,,SDY1916,vaccination experiment,,1,,,
2128,,SDY1916,vaccination experiment,,1,,,
2129,,SDY1945,vaccination experiment,,1,,,
2130,,SDY1945,vaccination experiment,,1,,,
2131,,SDY1945,vaccination experiment,,1,,,
2132,,SDY1945,vaccination experiment,,1,,,
2133,,SDY1962,vaccination experiment,,1,,,
2134,,SDY1962,vaccination experiment,,1,,,
2135,,SDY1963,vaccination experiment,,1,,,
2136,,SDY1963,vaccination experiment,,1,,,
2137,,SDY1964,vaccination experiment,,1,,,
2138,,SDY1966,vaccination experiment,,1,,,
2139,,SDY1975,vaccination experiment,,1,,,
2140,,SDY1975,vaccination experiment,,1,,,
2141,,SDY1978,vaccination experiment,,1,,,
2142,,SDY1978,vaccination experiment,,1,,,
2143,,SDY2024,vaccination experiment,,1,,,
2144,,SDY2024,vaccination experiment,,1,,,
2145,,SDY2033,vaccination experiment,,1,,,
2146,,SDY2033,vaccination experiment,,1,,,
2147,,SDY2034,vaccination experiment,,1,,,
2148,,SDY2034,vaccination experiment,,1,,,
2149,,SDY2034,vaccination experiment,,1,,,
2150,,SDY2034,vaccination experiment,,1,,,
2151,,SDY2034,vaccination experiment,,1,,,
2152,,SDY2034,vaccination experiment,,1,,,
2153,,SDY2035,vaccination experiment,,1,,,
2154,,SDY2038,vaccination experiment,,1,,,
2155,,SDY2038,vaccination experiment,,1,,,
2156,,SDY2039,vaccination experiment,,1,,,
2157,,SDY2041,vaccination experiment,,1,,,
2158,,SDY2041,vaccination experiment,,1,,,
2159,,SDY2041,vaccination experiment,,1,,,
2160,,SDY2041,vaccination experiment,,1,,,
2161,,SDY2043,vaccination experiment,,1,,,
2162,,SDY2044,vaccination experiment,,1,,,
2163,,SDY2045,vaccination experiment,,1,,,
2164,,SDY2052,vaccination experiment,,1,,,
2165,,SDY2052,vaccination experiment,,1,,,
2166,,SDY2052,vaccination experiment,,1,,,
2167,,SDY2052,vaccination experiment,,1,,,
2168,,SDY1835,vaccination experiment,,1,,,
2169,,SDY1465,vaccination experiment,,1,,,
2170,,SDY1483,vaccination experiment,,1,,,
2171,,SDY1482,vaccination experiment,,1,,,
2172,,SDY22,vaccination experiment,,1,,,
2173,,SDY2277,vaccination experiment,,1,,,
2174,,SDY2299,vaccination experiment,,1,,,
2175,,SDY2315,vaccination experiment,,1,,,
2176,,SDY2316,vaccination experiment,,1,,,
2177,,SDY2317,vaccination experiment,,1,,,
2178,,SDY2317,vaccination experiment,,1,,,
2179,,SDY2317,vaccination experiment,,1,,,
2180,,SDY2319,vaccination experiment,,1,,,
2181,,SDY2321,vaccination experiment,,1,,,
