,study_id,study_type,study_type_id,study_name,reference_id,reference_source,comments,description,study_description
322,4009,,,,SDY1898,,,Early-pregnancy prediction of risk for pre-eclampsia using maternal blood leptin/ceramide ratio,"To develop a blood test for the prediction of pre-eclampsia (PE) early in gestation, the study identified Leptin (Lep) and ceramide (Cer) as novel biomarkers through meta-analysis of 6 GEO placenta studies and pubmed literature mining on “Leptin;Lipid Metabolism”. The proposed biomarkers were further tested in 15 participants enrolled at ProMDxed, and validated in 40 sera from women who participated in a longitudinal study at Stanford University. The study demonstrated the longitudinal measurement of maternal Lep/Cer (d18:1/25:0) ratio allows the non-invasive assessment of PE to identify pregnancy at high risk in early gestation, outperforming the established sFlt-1/PlGF ratio test."
323,4009,,,,SDY1899,,,Human Placental Transcriptome and fetal sex differences in SPTB,"The study performed a RNA-seq analysis in male and female placentas from 16 women with SPTB (<36 weeks gestation) compared to 16 normal pregnancies (≥38 weeks gestation) to assess the alterations in the gene expression profiles. The transcriptome was integrated with published human placental metabolome to assess the interactions of altered genes and metabolites. Collectively, significant and biologically relevant alterations in the transcriptome were identified in SPTB placentas with fetal sex disparities. Altered energy metabolism, mitochondrial function, inflammation, and detoxification may underly the mechanisms of placental dysfunction in SPTB"
324,1054,,,,SDY19,,,Susceptibility and Resistance to Tuberculosis,"To map, isolate and validate human genes that confer susceptibility or resistance to mycobacterium tuberculosis infections."
325,4009,,,,SDY1900,,,A Peripheral Immune Signature of Labor Induction,"To characterize labor-associated maternal immune system dynamics from labor induction to the start of active labor, serial blood samples from 15 participants were collected immediately prior to labor induction (baseline) and during the latent phase until the start of active labor. Using high-dimensional mass cytometry, a total of 1,059 single-cell immune features were extracted from each sample. A multivariate machine-learning method (LASSO) was employed to predict labor induction (minutes) with high accuracy. The most informative immune features include STAT5 signaling in central memory CD8+ T cells and pro-inflammatory STAT3 signaling responses across multiple adaptive and innate immune cell subsets. The prediction model may ultimately predict labor induction success as well as complications."
326,4009,,,,SDY1902,,,Association of maternal prenatal selenium concentration and PTB,"To determine the association of maternal Selenium (Se) concentrations during pregnancy with PTB risk and gestational duration in a large number of samples (9946 singleton live births ) obtained from 17 geographically diverse study cohorts. Se concentrations were determined by (ICP-MS) measurements. The associations were analyzed using logistic and linear regressions. The results were then combined using fixed-effect and random-effect meta-analysis. The study observed statistically significant associations between maternal Se concentration and PTB at some sites, this did not generalize across the entire cohort. The largest effect sizes were observed in UK (Liverpool) cohort, and most significant associations were observed in samples from Malawi."
327,3134,,,,SDY1903,,,A Trial of Mepolizumab Adjunctive Therapy for the Prevention of Asthma Exacerbations in Urban Children (ICAC-30),"The purpose of this study is to see if treatment with a medication called Nucala® (mepolizumab), given along with standard asthma care, makes children less likely to have asthma attacks."
328,990,,,,SDY1904,,,Tocilizumab (TCZ) in New-onset Type 1 Diabetes (ITN058AI),"Type 1 diabetes mellitus (T1DM) is an autoimmune disease. Based on previous research, study doctors think that giving medicines to affect the immune system soon after diabetes is diagnosed may stop, delay or decrease the destruction of beta cells, resulting in better glucose control. Researchers believe that tocilizumab could have some effect on the cells in the immune system that are thought to be involved in the development of type 1 diabetes. This study will test whether tocilizumab can help preserve or delay destruction of remaining beta cells in people recently diagnosed type 1 diabetes."
329,6439,,,,SDY1909,,,"Study to Evaluate Safety, Immunogenicity and Efficacy of PfSPZ Vaccine in HIV Negative and HIV Positive Tanzanian Adults (BSPZV3a)","This is a randomized, double-blind, placebo-controlled trial to evaluate safety and tolerability of PfSPZ Vaccine administered as five doses of 9.0x10^5 PfSPZ or normal saline at 0, +2, +4, +6 and +28 days to healthy HIV negative adult volunteers and healthy HIV positive volunteers in Tanzania."
330,6569,,,,SDY1912,,,Mouse blood gene expression after administration of 137 Cesium,"In the current study, we investigated the gene expression response of blood cells of mice that were injected with variable amounts of 137Cs. We isolated total RNA from peripheral blood from mice with 0 (control), 158, 191, 215 and 259 uCi cesium source amount on days 2, 3, 5, 7 and 14 days after injection. Using Agilent Mouse Whole Genome microarrays, we identified x genes that were significantly differentially expressed across the 14-day time course of this study. We identified common biological functions affected that persisted across the 14-day study."
331,6661,,,,SDY1916,,,Inhibition of elastase enhances the adjuvanticity of alum and promotes anti-SARS-CoV-2 systemic and mucosal immunity,"To investigate whether neutrophil elastase regulates the adjuvanticity of alum, and whether a strategy targeting neutrophil elastase could improve responses to injected vaccines for the induction of broad immunity, including mucosal immunity in mice."
332,6661,,,,SDY1917,,,Impaired neutralizing antibody response to COVID-19 mRNA vaccines in cancer patients,"To determine the neutralizing antibody response in patients with chronic lymphocytic leukemia, various non-Hodgkin�s lymphomas, lung cancer, and breast cancer after they received two doses of mRNA vaccination"
333,6746,,,,SDY1924,,,A multiomics study in a Japanese rheumatoid arthritis cohort,The KURAMA cohort is an observational cohort that was established in May 2011 at the Center for Rheumatic Disease at Kyoto University Hospital to achieve strict control of RA.
334,6661,,,,SDY1927,,,Corticosteroid treatment in COVID-19 modulates host inflammatory responses and transcriptional signatures of immune dysregulation,To evaluate inflammatory and apoptotic responses in young and aged corticosteroid-treated patients at the protein and transcriptional levels
335,4009,,,,SDY1928,,,Microbial-driven preterm labour involves crosstalk between the innate and adaptive immune response,"The study integrated longitudinal vaginal microbiota and cervicovaginal fluid (CVF) immunophenotype data collected from 133 women at high-risk of sPTB. The results show that vaginal depletion of Lactobacillus species and high bacterial diversity leads to increased mannose binding lectin (MBL), IgM, IgG, C3b, C5, IL-8, IL-6 and IL-1β and to increased risk of sPTB. Cervical shortening, which often precedes preterm birth, is associated with Lactobacillus iners and elevated levels of IgM, C3b, C5, C5a and IL-6."
336,4009,,,,SDY1930,,,The Metabolic Signature of the Placenta in SPTB,"To test the hypothesis of the association of SPTB with deficits in the capacity of the placenta to maintain bioenergetic and metabolic stability during pregnancy, a comparative metabolomic analysis of placenta samples from women with SPTB (n=12) and normal pregnancies (n=12) was conducted. A subset of metabolites in non-laboring preterm and term Rhesus monkeys (n=6) was examined for the effects of gestational age on placenta metabolism. The study identified a significant elevation of amino acids, prostaglandins, sphingolipids, lysolipids, and acylcarnitines and lower level of fatty acid oxidation in SPTB placenta. The elevation of acylcarnitines was also confirmed by tandem mass spectrometry in SPTB human, with no significant differences between midgestation and term placenta in Rhesus macaque."
337,4009,,,,SDY1931,,,Common Cervicovaginal Microbial Supernatants Alter Cervical Epithelial Function,"The study investigated the biological, molecular, and epigenetic effects of Cervicovaginal (CV) microbiota (specifically : Lactobacillus crispatus (Lc), Lactobacillus iners (Li), and Gardnerella vaginalis (Gv)) on the cervical epithelial barrier function and determined whether Lc mitigates the effects of lipopolysaccharide (LPS) and Gv on the cervical epithelial barrier as a possible mechanism by which CV microbiota mitigates disease risk. Ectocervical and endocervical cells treated with Lc, Lv, and Gv bacteria-free supernatants alone or combined were used to measure cell permeability, adherens junction proteins, inflammatory mediators, and miRNAs. FINDINGS: L. crispatus mitigated the LPS or G. vaginalis-induced disruption of the cervical epithelial barrier and reversed the G. vaginalis-mediated increase in miRNA expression. G. vaginalis colonization of the CV space of a pregnant C57/B6 mouse resulted in 100% PTB."
338,6661,,,,SDY1932,,,Cross-Reactive Antibodies to SARS-CoV-2 and MERS-CoV in Pre-COVID-19 Blood Samples from Sierra Leoneans,"To characterize serological responses to coronaviruses in Sierra Leoneans, we tested blood samples collected before the reports in late 2019 of the first COVID-19 cases in Wuhan, China. We demonstrate that, prior to the COVID-19 pandemic, the percentage of Sierra Leonians with cross-reactive antibodies to SARS-CoV-2, MERS-CoV, and seasonal coronaviruses was higher than in United States blood donors."
339,1089,,,,SDY1936,,,Targeted Microbiome Transplant in Atopic Dermatitis (ADRN-08),"The purpose of this study is to examine the safety and effectiveness of a new therapy, commensal lotion containing infection fighting bacteria, on decreasing or eliminating the infection causing bacteria found on the skin of Atopic Dermatitis (AD) patients."
